"filename", "language", "JavaScript", "CSS", "PHP", "HTML", "JSON", "Markdown", "YAML", "XML", "Makefile", "comment", "blank", "total"
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\FPDF\tutorial\tuto7.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\README.md", "Markdown", 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 64, 232
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\SECURITY.md", "Markdown", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 19, 38
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\composer.json", "JSON", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 1, 81
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\get_oauth_token.php", "PHP", 0, 0, 117, 0, 0, 0, 0, 0, 0, 48, 18, 183
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-af.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ar.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-as.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 5, 3, 36
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-az.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ba.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-be.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-bg.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-bn.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 5, 3, 36
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ca.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-cs.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 4, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-da.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-de.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 4, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-el.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 3, 34
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-eo.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-es.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-et.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-fa.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-fi.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 0, 12, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-fo.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 0, 12, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-fr.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-gl.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-he.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-hi.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 6, 3, 36
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-hr.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-hu.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-hy.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-id.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 7, 3, 32
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-it.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ja.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 8, 3, 38
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ka.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ko.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ku.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-lt.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-lv.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-mg.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-mn.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ms.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-nb.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 3, 34
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-nl.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 5, 3, 35
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-pl.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 3, 34
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-pt.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-pt_br.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 9, 3, 39
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ro.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 4, 3, 34
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ru.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-si.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 5, 3, 35
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-sk.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 6, 3, 31
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-sl.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-sr.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-sr_latn.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-sv.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-tl.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-tr.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 9, 3, 39
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-uk.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 6, 3, 29
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-ur.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 5, 3, 31
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-vi.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 3, 28
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-zh.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 7, 3, 30
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\language\phpmailer.lang-zh_cn.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 7, 3, 37
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\src\DSNConfigurator.php", "PHP", 0, 0, 136, 0, 0, 0, 0, 0, 0, 80, 30, 246
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\src\Exception.php", "PHP", 0, 0, 9, 0, 0, 0, 0, 0, 0, 28, 4, 41
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\src\OAuth.php", "PHP", 0, 0, 46, 0, 0, 0, 0, 0, 0, 79, 15, 140
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\src\OAuthTokenProvider.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 35, 4, 45
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\src\PHPMailer.php", "PHP", 0, 0, 2926, 0, 0, 0, 0, 0, 0, 1929, 394, 5249
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\src\POP3.php", "PHP", 0, 0, 183, 0, 0, 0, 0, 0, 0, 234, 53, 470
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\PHPMailer\src\SMTP.php", "PHP", 0, 0, 747, 0, 0, 0, 0, 0, 0, 619, 144, 1510
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\.github\FUNDING.yml", "YAML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\.github\ISSUE_TEMPLATE\bug_report.md", "Markdown", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 8, 30
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\.github\ISSUE_TEMPLATE\feature_request.md", "Markdown", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 6, 21
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\.github\pull_request_template.md", "Markdown", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 8, 26
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\.github\workflows\check.yml", "YAML", 0, 0, 0, 0, 0, 0, 52, 0, 0, 2, 5, 59
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\CODE_OF_CONDUCT.md", "Markdown", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 36, 129
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\CONTRIBUTING.md", "Markdown", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 15, 27
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 0, 0, 176, 59, 48, 283
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\README.md", "Markdown", 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 48, 173
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\SECURITY.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\composer.json", "JSON", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 1, 58
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\examples\images\tcpdf_box.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 1, 70
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\examples\images\testsvg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 326, 0, 1, 2, 329
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\examples\images\tux.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1487, 0, 0, 1, 1488
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\examples\index.php", "PHP", 0, 0, 1185, 0, 0, 0, 0, 0, 0, 154, 309, 1648
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\phpcompatinfo.json", "JSON", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\phpcs.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\resources\autoload.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 15, 1, 31
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\resources\etc\php-tecnickcom-tc-lib-pdf\config.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\Base.php", "PHP", 0, 0, 231, 0, 0, 0, 0, 0, 0, 422, 77, 730
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\CSS.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 26, 5, 37
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\Cell.php", "PHP", 0, 0, 385, 0, 0, 0, 0, 0, 0, 213, 55, 653
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\ClassObjects.php", "PHP", 0, 0, 59, 0, 0, 0, 0, 0, 0, 33, 11, 103
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\Exception.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 26, 4, 35
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\HTML.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 26, 5, 37
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\JavaScript.php", "PHP", 0, 0, 6, 0, 0, 0, 0, 0, 0, 28, 5, 39
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\MetaInfo.php", "PHP", 0, 0, 344, 0, 0, 0, 0, 0, 0, 179, 50, 573
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\Output.php", "PHP", 0, 0, 1846, 0, 0, 0, 0, 0, 0, 951, 301, 3098
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\SVG.php", "PHP", 0, 0, 105, 0, 0, 0, 0, 0, 0, 35, 11, 151
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\Tcpdf.php", "PHP", 0, 0, 660, 0, 0, 0, 0, 0, 0, 461, 110, 1231
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\src\Text.php", "PHP", 0, 0, 1028, 0, 0, 0, 0, 0, 0, 467, 159, 1654
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\test\TcpdfTest.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 0, 24, 5, 42
"c:\xampp\htdocs\Raccoon_TODOECHO\config\libs\TCPDF\test\TestUtil.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 27, 8, 61
"c:\xampp\htdocs\Raccoon_TODOECHO\package-lock.json", "JSON", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 15
"c:\xampp\htdocs\Raccoon_TODOECHO\package.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"Total", "-", -47, 8, 14540, 3517, 168, 475, 53, 1889, 176, 7037, 2635, 30451